timestamp,user_id,user_type,consumption_kwh,production_kwh,battery_level_kwh,grid_import_kwh,grid_export_kwh
2025-03-29 13:00:00,user_001,Large Business,282.26,45.56,0,236.7,0
2025-03-29 14:00:00,user_001,Large Business,308.14,32.99,0,275.14,0
2025-03-29 15:00:00,user_001,Large Business,256.34,33.35,0,222.99,0
2025-03-29 16:00:00,user_001,Large Business,248.7,23.58,0,225.12,0
2025-03-29 17:00:00,user_001,Large Business,264.4,7.68,0,256.72,0
2025-03-29 18:00:00,user_001,Large Business,223.31,0.0,0,223.31,0
2025-03-29 19:00:00,user_001,Large Business,268.3,0.0,0,268.3,0
2025-03-29 20:00:00,user_001,Large Business,180.61,0.0,0,180.61,0
2025-03-29 21:00:00,user_001,Large Business,189.78,0.0,0,189.78,0
2025-03-29 22:00:00,user_001,Large Business,168.06,0.0,0,168.06,0
2025-03-29 23:00:00,user_001,Large Business,199.16,0.0,0,199.16,0
2025-03-30 00:00:00,user_001,Large Business,164.96,0.0,0,164.96,0
2025-03-30 01:00:00,user_001,Large Business,178.75,0.0,0,178.75,0
2025-03-30 02:00:00,user_001,Large Business,204.57,0.0,0,204.57,0
2025-03-30 03:00:00,user_001,Large Business,196.23,0.0,0,196.23,0
2025-03-30 04:00:00,user_001,Large Business,183.15,0.0,0,183.15,0
2025-03-30 05:00:00,user_001,Large Business,160.35,0.0,0,160.35,0
2025-03-30 06:00:00,user_001,Large Business,201.59,0.0,0,201.59,0
2025-03-30 07:00:00,user_001,Large Business,159.21,12.21,0,147.0,0
2025-03-30 08:00:00,user_001,Large Business,162.84,23.58,0,139.26,0
2025-03-30 09:00:00,user_001,Large Business,142.39,33.35,0,109.04,0
2025-03-30 10:00:00,user_001,Large Business,180.63,28.84,0,151.8,0
2025-03-30 11:00:00,user_001,Large Business,173.38,45.56,0,127.82,0
2025-03-30 12:00:00,user_001,Large Business,274.83,31.37,0,243.46,0
2025-03-30 13:00:00,user_001,Large Business,304.65,38.61,0,266.04,0
2025-03-30 14:00:00,user_001,Large Business,256.92,27.48,0,229.44,0
2025-03-30 15:00:00,user_001,Large Business,291.15,33.35,0,257.8,0
2025-03-30 16:00:00,user_001,Large Business,286.99,23.58,0,263.4,0
2025-03-30 17:00:00,user_001,Large Business,240.03,12.21,0,227.82,0
2025-03-30 18:00:00,user_001,Large Business,289.53,0.0,0,289.53,0
2025-03-30 19:00:00,user_001,Large Business,245.83,0.0,0,245.83,0
2025-03-30 20:00:00,user_001,Large Business,190.83,0.0,0,190.83,0
2025-03-30 21:00:00,user_001,Large Business,162.63,0.0,0,162.63,0
2025-03-30 22:00:00,user_001,Large Business,159.21,0.0,0,159.21,0
2025-03-30 23:00:00,user_001,Large Business,175.46,0.0,0,175.46,0
2025-03-31 00:00:00,user_001,Large Business,165.88,0.0,0,165.88,0
2025-03-31 01:00:00,user_001,Large Business,143.89,0.0,0,143.89,0
2025-03-31 02:00:00,user_001,Large Business,165.38,0.0,0,165.38,0
2025-03-31 03:00:00,user_001,Large Business,160.82,0.0,0,160.82,0
2025-03-31 04:00:00,user_001,Large Business,162.03,0.0,0,162.03,0
2025-03-31 05:00:00,user_001,Large Business,153.51,0.0,0,153.51,0
2025-03-31 06:00:00,user_001,Large Business,152.46,0.0,0,152.46,0
2025-03-31 07:00:00,user_001,Large Business,166.93,12.21,0,154.72,0
2025-03-31 08:00:00,user_001,Large Business,149.85,19.98,0,129.87,0
2025-03-31 09:00:00,user_001,Large Business,149.33,33.35,0,115.98,0
2025-03-31 10:00:00,user_001,Large Business,184.37,40.85,0,143.52,0
2025-03-31 11:00:00,user_001,Large Business,200.8,45.56,0,155.24,0
2025-03-31 12:00:00,user_001,Large Business,213.2,47.17,0,166.03,0
2025-03-31 13:00:00,user_001,Large Business,265.41,45.56,0,219.85,0
2025-03-31 14:00:00,user_001,Large Business,213.23,40.85,0,172.38,0
2025-03-31 15:00:00,user_001,Large Business,293.54,33.35,0,260.19,0
2025-03-31 16:00:00,user_001,Large Business,257.58,18.77,0,238.81,0
2025-03-31 17:00:00,user_001,Large Business,277.13,12.21,0,264.92,0
2025-03-31 18:00:00,user_001,Large Business,220.78,0.0,0,220.78,0
2025-03-31 19:00:00,user_001,Large Business,279.14,0.0,0,279.14,0
2025-03-31 20:00:00,user_001,Large Business,196.83,0.0,0,196.83,0
2025-03-31 21:00:00,user_001,Large Business,194.96,0.0,0,194.96,0
2025-03-31 22:00:00,user_001,Large Business,168.46,0.0,0,168.46,0
2025-03-31 23:00:00,user_001,Large Business,153.42,0.0,0,153.42,0
2025-04-01 00:00:00,user_001,Large Business,145.59,0.0,0,145.59,0
2025-04-01 01:00:00,user_001,Large Business,193.13,0.0,0,193.13,0
2025-04-01 02:00:00,user_001,Large Business,152.44,0.0,0,152.44,0
2025-04-01 03:00:00,user_001,Large Business,204.67,0.0,0,204.67,0
2025-04-01 04:00:00,user_001,Large Business,171.81,0.0,0,171.81,0
2025-04-01 05:00:00,user_001,Large Business,210.14,0.0,0,210.14,0
2025-04-01 06:00:00,user_001,Large Business,192.12,0.0,0,192.12,0
2025-04-01 07:00:00,user_001,Large Business,185.11,8.29,0,176.82,0
2025-04-01 08:00:00,user_001,Large Business,172.27,23.58,0,148.69,0
2025-04-01 09:00:00,user_001,Large Business,162.75,33.35,0,129.4,0
2025-04-01 10:00:00,user_001,Large Business,174.38,40.85,0,133.53,0
2025-04-01 11:00:00,user_001,Large Business,178.17,45.56,0,132.6,0
2025-04-01 12:00:00,user_001,Large Business,271.5,47.17,0,224.33,0
2025-04-01 13:00:00,user_001,Large Business,263.92,34.24,0,229.68,0
2025-04-01 14:00:00,user_001,Large Business,271.3,40.85,0,230.45,0
2025-04-01 15:00:00,user_001,Large Business,230.38,33.35,0,197.03,0
2025-04-01 16:00:00,user_001,Large Business,302.64,23.58,0,279.05,0
2025-04-01 17:00:00,user_001,Large Business,288.89,8.69,0,280.19,0
2025-04-01 18:00:00,user_001,Large Business,285.71,0.0,0,285.71,0
2025-04-01 19:00:00,user_001,Large Business,252.48,0.0,0,252.48,0
2025-04-01 20:00:00,user_001,Large Business,202.92,0.0,0,202.92,0
2025-04-01 21:00:00,user_001,Large Business,211.59,0.0,0,211.59,0
2025-04-01 22:00:00,user_001,Large Business,204.43,0.0,0,204.43,0
2025-04-01 23:00:00,user_001,Large Business,142.96,0.0,0,142.96,0
2025-03-26 00:00:00,user_002,Medium Business,84.78,0.0,0,64.48,0
2025-03-26 01:00:00,user_002,Medium Business,60.36,0.0,0,60.36,0
2025-03-26 02:00:00,user_002,Medium Business,72.17,0.0,0,72.17,0
2025-03-26 03:00:00,user_002,Medium Business,78.47,0.0,0,78.47,0
2025-03-26 04:00:00,user_002,Medium Business,86.3,0.0,0,86.3,0
2025-03-26 05:00:00,user_002,Medium Business,83.08,0.0,0,83.08,0
2025-03-26 06:00:00,user_002,Medium Business,81.77,0.0,0,81.77,0
2025-03-26 07:00:00,user_002,Medium Business,64.43,4.71,0,59.71,0
2025-03-26 08:00:00,user_002,Medium Business,70.75,9.11,0,61.65,0
2025-03-26 09:00:00,user_002,Medium Business,77.51,12.88,0,64.63,0
2025-03-26 10:00:00,user_002,Medium Business,68.35,15.77,0,52.57,0
2025-03-26 11:00:00,user_002,Medium Business,72.94,17.59,0,55.35,0
2025-03-26 12:00:00,user_002,Medium Business,116.22,18.21,0,98.01,0
2025-03-26 13:00:00,user_002,Medium Business,110.25,17.59,0,92.66,0
2025-03-26 14:00:00,user_002,Medium Business,123.13,15.77,0,107.36,0
2025-03-26 15:00:00,user_002,Medium Business,111.83,7.45,0,104.38,0
2025-03-26 16:00:00,user_002,Medium Business,88.79,3.96,0,84.83,0
2025-03-26 17:00:00,user_002,Medium Business,101.52,4.71,0,96.81,0
2025-03-26 18:00:00,user_002,Medium Business,105.54,0.0,0,105.54,0
2025-03-26 19:00:00,user_002,Medium Business,106.16,0.0,0,106.16,0
2025-03-26 20:00:00,user_002,Medium Business,84.92,0.0,0,84.92,0
2025-03-26 21:00:00,user_002,Medium Business,61.61,0.0,0,61.61,0
2025-03-26 22:00:00,user_002,Medium Business,75.12,0.0,0,75.12,0
2025-03-26 23:00:00,user_002,Medium Business,81.72,0.0,0,81.72,0
2025-03-27 00:00:00,user_002,Medium Business,69.06,0.0,0,69.06,0
2025-03-27 01:00:00,user_002,Medium Business,81.23,0.0,0,81.23,0
2025-03-27 02:00:00,user_002,Medium Business,62.42,0.0,0,62.42,0
2025-03-27 03:00:00,user_002,Medium Business,64.75,0.0,0,64.75,0
2025-03-27 04:00:00,user_002,Medium Business,77.02,0.0,0,77.02,0
2025-03-27 05:00:00,user_002,Medium Business,73.31,0.0,0,73.31,0
2025-03-27 06:00:00,user_002,Medium Business,85.08,0.0,0,85.08,0
2025-03-27 07:00:00,user_002,Medium Business,79.08,4.71,0,74.36,0
2025-03-27 08:00:00,user_002,Medium Business,78.26,9.11,0,69.16,0
2025-03-27 09:00:00,user_002,Medium Business,66.12,5.56,0,60.56,0
2025-03-27 10:00:00,user_002,Medium Business,71.83,8.17,0,63.66,0
2025-03-27 11:00:00,user_002,Medium Business,83.77,9.49,0,74.28,0
2025-03-27 12:00:00,user_002,Medium Business,123.32,18.21,0,105.1,0
2025-03-27 13:00:00,user_002,Medium Business,87.78,8.07,0,79.71,0
2025-03-27 14:00:00,user_002,Medium Business,124.25,15.77,0,108.48,0
2025-03-27 15:00:00,user_002,Medium Business,118.39,5.91,0,112.48,0
2025-03-27 16:00:00,user_002,Medium Business,128.14,9.11,0,119.04,0
2025-03-27 17:00:00,user_002,Medium Business,113.69,4.71,0,108.97,0
2025-03-27 18:00:00,user_002,Medium Business,109.41,0.0,0,109.41,0
2025-03-27 19:00:00,user_002,Medium Business,108.52,0.0,0,108.52,0
2025-03-27 20:00:00,user_002,Medium Business,69.1,0.0,0,69.1,0
2025-03-27 21:00:00,user_002,Medium Business,65.15,0.0,0,65.15,0
2025-03-27 22:00:00,user_002,Medium Business,64.49,0.0,0,64.49,0
2025-03-27 23:00:00,user_002,Medium Business,66.48,0.0,0,66.48,0
2025-03-28 00:00:00,user_002,Medium Business,78.0,0.0,0,78.0,0
2025-03-28 01:00:00,user_002,Medium Business,79.4,0.0,0,79.4,0
2025-03-28 02:00:00,user_002,Medium Business,71.18,0.0,0,71.18,0
2025-03-28 03:00:00,user_002,Medium Business,59.91,0.0,0,59.91,0
2025-03-28 04:00:00,user_002,Medium Business,77.81,0.0,0,77.81,0
2025-03-28 05:00:00,user_002,Medium Business,62.18,0.0,0,62.18,0
2025-03-28 06:00:00,user_002,Medium Business,61.69,0.0,0,61.69,0
2025-03-28 07:00:00,user_002,Medium Business,65.58,4.71,0,60.86,0
2025-03-28 08:00:00,user_002,Medium Business,78.98,9.11,0,69.88,0
2025-03-28 09:00:00,user_002,Medium Business,71.15,12.88,0,58.27,0
2025-03-28 10:00:00,user_002,Medium Business,68.62,15.77,0,52.84,0
2025-03-28 11:00:00,user_002,Medium Business,69.34,17.59,0,51.75,0
2025-03-28 12:00:00,user_002,Medium Business,99.79,18.21,0,81.58,0
2025-03-28 13:00:00,user_002,Medium Business,89.36,17.59,0,71.77,0
2025-03-28 14:00:00,user_002,Medium Business,125.28,15.77,0,109.5,0
2025-03-28 15:00:00,user_002,Medium Business,93.26,6.67,0,86.6,0
2025-03-28 16:00:00,user_002,Medium Business,118.29,4.51,0,113.78,0
2025-03-28 17:00:00,user_002,Medium Business,88.7,4.71,0,83.98,0
2025-03-28 18:00:00,user_002,Medium Business,96.89,0.0,0,96.89,0
2025-03-28 19:00:00,user_002,Medium Business,91.75,0.0,0,91.75,0
2025-03-28 20:00:00,user_002,Medium Business,65.84,0.0,0,65.84,0
2025-03-28 21:00:00,user_002,Medium Business,85.86,0.0,0,85.86,0
2025-03-28 22:00:00,user_002,Medium Business,86.4,0.0,0,86.4,0
2025-03-28 23:00:00,user_002,Medium Business,82.24,0.0,0,82.24,0
2025-03-29 00:00:00,user_002,Medium Business,82.43,0.0,0,82.43,0
2025-03-29 01:00:00,user_002,Medium Business,82.08,0.0,0,82.08,0
2025-03-29 02:00:00,user_002,Medium Business,68.36,0.0,0,68.36,0
2025-03-29 03:00:00,user_002,Medium Business,67.72,0.0,0,67.72,0
2025-03-29 04:00:00,user_002,Medium Business,78.31,0.0,0,78.31,0
2025-03-29 05:00:00,user_002,Medium Business,84.01,0.0,0,84.01,0
2025-03-29 06:00:00,user_002,Medium Business,74.98,0.0,0,74.98,0
2025-03-29 07:00:00,user_002,Medium Business,74.77,4.71,0,70.06,0
2025-03-29 08:00:00,user_002,Medium Business,72.99,9.11,0,63.88,0
2025-03-29 09:00:00,user_002,Medium Business,58.31,12.88,0,45.43,0
2025-03-29 10:00:00,user_002,Medium Business,85.81,15.77,0,70.04,0
2025-03-29 11:00:00,user_002,Medium Business,69.19,7.9,0,61.29,0
2025-03-29 12:00:00,user_002,Medium Business,107.94,9.33,0,98.61,0
2025-03-29 13:00:00,user_002,Medium Business,107.25,17.59,0,89.66,0
2025-03-29 14:00:00,user_002,Medium Business,124.27,15.77,0,108.5,0
2025-03-29 15:00:00,user_002,Medium Business,99.12,12.88,0,86.24,0
2025-03-29 16:00:00,user_002,Medium Business,125.61,5.04,0,120.57,0
2025-03-29 17:00:00,user_002,Medium Business,109.95,2.16,0,107.79,0
2025-03-29 18:00:00,user_002,Medium Business,100.5,0.0,0,100.5,0
2025-03-29 19:00:00,user_002,Medium Business,111.26,0.0,0,111.26,0
2025-03-29 20:00:00,user_002,Medium Business,72.42,0.0,0,72.42,0
2025-03-29 21:00:00,user_002,Medium Business,86.29,0.0,0,86.29,0
2025-03-29 22:00:00,user_002,Medium Business,80.41,0.0,0,80.41,0
2025-03-29 23:00:00,user_002,Medium Business,71.98,0.0,0,71.98,0
2025-03-30 00:00:00,user_002,Medium Business,82.14,0.0,0,82.14,0
2025-03-30 01:00:00,user_002,Medium Business,82.02,0.0,0,82.02,0
2025-03-30 02:00:00,user_002,Medium Business,70.61,0.0,0,70.61,0
2025-03-30 03:00:00,user_002,Medium Business,58.85,0.0,0,58.85,0
2025-03-30 04:00:00,user_002,Medium Business,85.41,0.0,0,85.41,0
2025-03-30 05:00:00,user_002,Medium Business,59.47,0.0,0,59.47,0
2025-03-30 06:00:00,user_002,Medium Business,82.65,0.0,0,82.65,0
2025-03-30 07:00:00,user_002,Medium Business,77.12,4.71,0,72.41,0
2025-03-30 08:00:00,user_002,Medium Business,81.14,4.36,0,76.78,0
2025-03-30 09:00:00,user_002,Medium Business,73.07,5.81,0,67.26,0
2025-03-30 10:00:00,user_002,Medium Business,58.67,15.77,0,42.9,0
2025-03-30 11:00:00,user_002,Medium Business,81.59,17.59,0,64.0,0
2025-03-30 12:00:00,user_002,Medium Business,88.78,8.91,0,79.87,0
2025-03-30 13:00:00,user_002,Medium Business,95.57,17.59,0,77.98,0
2025-03-30 14:00:00,user_002,Medium Business,99.38,6.67,0,92.71,0
2025-03-30 15:00:00,user_002,Medium Business,124.83,12.88,0,111.95,0
2025-03-30 16:00:00,user_002,Medium Business,100.3,4.64,0,95.66,0
2025-03-30 17:00:00,user_002,Medium Business,125.28,2.08,0,123.2,0
2025-03-30 18:00:00,user_002,Medium Business,124.97,0.0,0,124.97,0
2025-03-30 19:00:00,user_002,Medium Business,96.79,0.0,0,96.79,0
2025-03-30 20:00:00,user_002,Medium Business,80.15,0.0,0,80.15,0
2025-03-30 21:00:00,user_002,Medium Business,86.68,0.0,0,86.68,0
2025-03-30 22:00:00,user_002,Medium Business,74.22,0.0,0,74.22,0
2025-03-30 23:00:00,user_002,Medium Business,62.63,0.0,0,62.63,0
2025-03-31 00:00:00,user_002,Medium Business,60.66,0.0,0,60.66,0
2025-03-31 01:00:00,user_002,Medium Business,69.31,0.0,0,69.31,0
2025-03-31 02:00:00,user_002,Medium Business,58.86,0.0,0,58.86,0
2025-03-31 03:00:00,user_002,Medium Business,75.21,0.0,0,75.21,0
2025-03-31 04:00:00,user_002,Medium Business,75.24,0.0,0,75.24,0
2025-03-31 05:00:00,user_002,Medium Business,70.77,0.0,0,70.77,0
2025-03-31 06:00:00,user_002,Medium Business,59.81,0.0,0,59.81,0
2025-03-31 07:00:00,user_002,Medium Business,63.17,4.71,0,58.46,0
2025-03-31 08:00:00,user_002,Medium Business,72.26,3.83,0,68.43,0
2025-03-31 09:00:00,user_002,Medium Business,75.82,12.88,0,62.94,0
2025-03-31 10:00:00,user_002,Medium Business,82.13,15.77,0,66.36,0
2025-03-31 11:00:00,user_002,Medium Business,71.53,17.59,0,53.94,0
2025-03-31 12:00:00,user_002,Medium Business,101.41,9.07,0,92.34,0
2025-03-31 13:00:00,user_002,Medium Business,114.46,17.59,0,96.86,0
2025-03-31 14:00:00,user_002,Medium Business,117.63,15.77,0,101.86,0
2025-03-31 15:00:00,user_002,Medium Business,107.08,12.88,0,94.2,0
2025-03-31 16:00:00,user_002,Medium Business,112.4,4.16,0,108.24,0
2025-03-31 17:00:00,user_002,Medium Business,109.77,2.6,0,107.17,0
2025-03-31 18:00:00,user_002,Medium Business,129.88,0.0,0,129.88,0
2025-03-31 19:00:00,user_002,Medium Business,98.1,0.0,0,98.1,0
2025-03-31 20:00:00,user_002,Medium Business,83.72,0.0,0,83.72,0
2025-03-31 21:00:00,user_002,Medium Business,58.32,0.0,0,58.32,0
2025-03-31 22:00:00,user_002,Medium Business,79.66,0.0,0,79.66,0
2025-03-31 23:00:00,user_002,Medium Business,73.93,0.0,0,73.93,0
2025-04-01 00:00:00,user_002,Medium Business,63.01,0.0,0,63.01,0
2025-04-01 01:00:00,user_002,Medium Business,83.37,0.0,0,83.37,0
2025-04-01 02:00:00,user_002,Medium Business,65.34,0.0,0,65.34,0
2025-04-01 03:00:00,user_002,Medium Business,67.76,0.0,0,67.76,0
2025-04-01 04:00:00,user_002,Medium Business,61.03,0.0,0,61.03,0
2025-04-01 05:00:00,user_002,Medium Business,69.99,0.0,0,69.99,0
2025-04-01 06:00:00,user_002,Medium Business,66.88,0.0,0,66.88,0
2025-04-01 07:00:00,user_002,Medium Business,75.5,4.71,0,70.79,0
2025-04-01 08:00:00,user_002,Medium Business,74.57,9.11,0,65.47,0
2025-04-01 09:00:00,user_002,Medium Business,70.38,12.88,0,57.5,0
2025-04-01 10:00:00,user_002,Medium Business,61.4,15.77,0,45.63,0
2025-04-01 11:00:00,user_002,Medium Business,64.0,7.72,0,56.28,0
2025-04-01 12:00:00,user_002,Medium Business,115.82,18.21,0,97.61,0
2025-04-01 13:00:00,user_002,Medium Business,126.8,17.59,0,109.2,0
2025-04-01 14:00:00,user_002,Medium Business,94.43,15.77,0,78.66,0
2025-04-01 15:00:00,user_002,Medium Business,129.01,6.98,0,122.03,0
2025-04-01 16:00:00,user_002,Medium Business,91.57,9.11,0,82.46,0
2025-04-01 17:00:00,user_002,Medium Business,94.57,4.71,0,89.86,0
2025-04-01 18:00:00,user_002,Medium Business,89.67,0.0,0,89.67,0
2025-04-01 19:00:00,user_002,Medium Business,122.84,0.0,0,122.84,0
2025-04-01 20:00:00,user_002,Medium Business,69.98,0.0,0,69.98,0
2025-04-01 21:00:00,user_002,Medium Business,81.75,0.0,0,81.75,0
2025-04-01 22:00:00,user_002,Medium Business,71.45,0.0,0,71.45,0
2025-04-01 23:00:00,user_002,Medium Business,78.07,0.0,0,78.07,0
2025-03-26 00:00:00,user_003,Small Business,30.49,0.0,0,23.23,0
2025-03-26 01:00:00,user_003,Small Business,30.25,0.0,0,30.25,0
2025-03-26 02:00:00,user_003,Small Business,35.47,0.0,0,35.47,0
2025-03-26 03:00:00,user_003,Small Business,40.4,0.0,0,40.4,0
2025-03-26 04:00:00,user_003,Small Business,37.28,0.0,0,37.28,0
2025-03-26 05:00:00,user_003,Small Business,33.6,0.0,0,33.6,0
2025-03-26 06:00:00,user_003,Small Business,32.4,0.0,0,32.4,0
2025-03-26 07:00:00,user_003,Small Business,42.85,2.33,0,40.52,0
2025-03-26 08:00:00,user_003,Small Business,34.23,4.5,0,29.73,0
2025-03-26 09:00:00,user_003,Small Business,29.43,6.37,0,23.06,0
2025-03-26 10:00:00,user_003,Small Business,33.05,7.8,0,25.25,0
2025-03-26 11:00:00,user_003,Small Business,28.87,4.46,0,24.41,0
2025-03-26 12:00:00,user_003,Small Business,32.84,9.01,0,23.83,0
2025-03-26 13:00:00,user_003,Small Business,29.28,3.87,0,25.42,0
2025-03-26 14:00:00,user_003,Small Business,30.32,3.21,0,27.12,0
2025-03-26 15:00:00,user_003,Small Business,31.31,2.52,0,28.78,0
2025-03-26 16:00:00,user_003,Small Business,40.76,4.5,0,36.25,0
2025-03-26 17:00:00,user_003,Small Business,39.8,2.33,0,37.46,0
2025-03-26 18:00:00,user_003,Small Business,29.97,0.0,0,29.97,0
2025-03-26 19:00:00,user_003,Small Business,35.51,0.0,0,35.51,0
2025-03-26 20:00:00,user_003,Small Business,32.69,0.0,0,32.69,0
2025-03-26 21:00:00,user_003,Small Business,37.79,0.0,0,37.79,0
2025-03-26 22:00:00,user_003,Small Business,36.03,0.0,0,36.03,0
2025-03-26 23:00:00,user_003,Small Business,34.73,0.0,0,34.73,0
2025-03-27 00:00:00,user_003,Small Business,37.0,0.0,0,37.0,0
