timestamp,user_id,user_type,consumption_kwh,production_kwh,battery_level_kwh,grid_import_kwh,grid_export_kwh
2025-03-28 23:00:00,user_001,Residential Medium,19.27,0.0,0,19.27,0
2025-03-29 00:00:00,user_001,Residential Medium,21.89,0.0,0,21.89,0
2025-03-29 01:00:00,user_001,Residential Medium,17.57,0.0,0,17.57,0
2025-03-29 02:00:00,user_001,Residential Medium,15.65,0.0,0,15.65,0
2025-03-29 03:00:00,user_001,Residential Medium,23.22,0.0,0,23.22,0
2025-03-29 04:00:00,user_001,Residential Medium,16.2,0.0,0,16.2,0
2025-03-29 05:00:00,user_001,Residential Medium,22.83,0.0,0,22.83,0
2025-03-29 06:00:00,user_001,Residential Medium,18.72,0.0,0,18.72,0
2025-03-29 07:00:00,user_001,Residential Medium,17.34,1.55,0,15.79,0
2025-03-29 08:00:00,user_001,Residential Medium,10.77,2.15,0,8.61,0
2025-03-29 09:00:00,user_001,Residential Medium,11.33,3.05,0,8.28,0
2025-03-29 10:00:00,user_001,Residential Medium,15.45,3.73,0,11.72,0
2025-03-29 11:00:00,user_001,Residential Medium,11.77,4.16,0,7.61,0
2025-03-29 12:00:00,user_001,Residential Medium,12.91,4.31,0,8.61,0
2025-03-29 13:00:00,user_001,Residential Medium,11.02,4.16,0,6.86,0
2025-03-29 14:00:00,user_001,Residential Medium,11.99,3.73,0,8.26,0
2025-03-29 15:00:00,user_001,Residential Medium,13.49,3.05,0,10.44,0
2025-03-29 16:00:00,user_001,Residential Medium,14.74,2.15,0,12.59,0
2025-03-29 17:00:00,user_001,Residential Medium,14.61,1.11,0,13.5,0
2025-03-29 18:00:00,user_001,Residential Medium,13.61,0.0,0,13.61,0
2025-03-29 19:00:00,user_001,Residential Medium,11.53,0.0,0,11.53,0
2025-03-29 20:00:00,user_001,Residential Medium,11.59,0.0,0,11.59,0
2025-03-29 21:00:00,user_001,Residential Medium,19.68,0.0,0,19.68,0
2025-03-29 22:00:00,user_001,Residential Medium,18.02,0.0,0,18.02,0
2025-03-29 23:00:00,user_001,Residential Medium,15.94,0.0,0,15.94,0
2025-03-30 00:00:00,user_001,Residential Medium,18.66,0.0,0,18.66,0
2025-03-30 01:00:00,user_001,Residential Medium,22.27,0.0,0,22.27,0
2025-03-30 02:00:00,user_001,Residential Medium,22.05,0.0,0,22.05,0
2025-03-30 03:00:00,user_001,Residential Medium,16.37,0.0,0,16.37,0
2025-03-30 04:00:00,user_001,Residential Medium,17.97,0.0,0,17.97,0
2025-03-30 05:00:00,user_001,Residential Medium,20.4,0.0,0,20.4,0
2025-03-30 06:00:00,user_001,Residential Medium,22.01,0.0,0,22.01,0
2025-03-30 07:00:00,user_001,Residential Medium,22.77,1.11,0,21.65,0
2025-03-30 08:00:00,user_001,Residential Medium,13.6,2.15,0,11.45,0
2025-03-30 09:00:00,user_001,Residential Medium,14.16,3.27,0,10.88,0
2025-03-30 10:00:00,user_001,Residential Medium,11.79,3.73,0,8.06,0
2025-03-30 11:00:00,user_001,Residential Medium,13.29,4.16,0,9.13,0
2025-03-30 12:00:00,user_001,Residential Medium,10.48,4.31,0,6.18,0
2025-03-30 13:00:00,user_001,Residential Medium,13.34,4.16,0,9.18,0
2025-03-30 14:00:00,user_001,Residential Medium,10.58,3.73,0,6.85,0
2025-03-30 15:00:00,user_001,Residential Medium,13.19,3.05,0,10.14,0
2025-03-30 16:00:00,user_001,Residential Medium,15.2,2.15,0,13.05,0
2025-03-30 17:00:00,user_001,Residential Medium,14.16,1.11,0,13.04,0
2025-03-30 18:00:00,user_001,Residential Medium,12.23,0.0,0,12.23,0
2025-03-30 19:00:00,user_001,Residential Medium,12.94,0.0,0,12.94,0
2025-03-30 20:00:00,user_001,Residential Medium,12.63,0.0,0,12.63,0
2025-03-30 21:00:00,user_001,Residential Medium,23.25,0.0,0,23.25,0
2025-03-30 22:00:00,user_001,Residential Medium,19.72,0.0,0,19.72,0
2025-03-30 23:00:00,user_001,Residential Medium,17.48,0.0,0,17.48,0
2025-03-31 00:00:00,user_001,Residential Medium,21.67,0.0,0,21.67,0
2025-03-31 01:00:00,user_001,Residential Medium,20.91,0.0,0,20.91,0
2025-03-31 02:00:00,user_001,Residential Medium,19.1,0.0,0,19.1,0
2025-03-31 03:00:00,user_001,Residential Medium,19.57,0.0,0,19.57,0
2025-03-31 04:00:00,user_001,Residential Medium,19.14,0.0,0,19.14,0
2025-03-31 05:00:00,user_001,Residential Medium,20.01,0.0,0,20.01,0
2025-03-31 06:00:00,user_001,Residential Medium,21.4,0.0,0,21.4,0
2025-03-31 07:00:00,user_001,Residential Medium,20.86,1.43,0,19.43,0
2025-03-31 08:00:00,user_001,Residential Medium,12.89,2.15,0,10.74,0
2025-03-31 09:00:00,user_001,Residential Medium,15.18,3.99,0,11.19,0
2025-03-31 10:00:00,user_001,Residential Medium,10.57,3.73,0,6.84,0
2025-03-31 11:00:00,user_001,Residential Medium,13.36,6.13,0,7.24,0
2025-03-31 12:00:00,user_001,Residential Medium,11.61,4.31,0,7.3,0
2025-03-31 13:00:00,user_001,Residential Medium,10.87,4.16,0,6.71,0
2025-03-31 14:00:00,user_001,Residential Medium,11.06,3.73,0,7.33,0
2025-03-31 15:00:00,user_001,Residential Medium,10.82,4.32,0,6.5,0
2025-03-31 16:00:00,user_001,Residential Medium,14.84,2.15,0,12.69,0
2025-03-31 17:00:00,user_001,Residential Medium,15.32,1.54,0,13.78,0
2025-03-31 18:00:00,user_001,Residential Medium,10.79,0.0,0,10.79,0
2025-03-31 19:00:00,user_001,Residential Medium,14.75,0.0,0,14.75,0
2025-03-31 20:00:00,user_001,Residential Medium,10.95,0.0,0,10.95,0
2025-03-31 21:00:00,user_001,Residential Medium,19.68,0.0,0,19.68,0
2025-03-31 22:00:00,user_001,Residential Medium,22.41,0.0,0,22.41,0
2025-03-31 23:00:00,user_001,Residential Medium,22.19,0.0,0,22.19,0
2025-04-01 00:00:00,user_001,Residential Medium,19.62,0.0,0,19.62,0
2025-04-01 01:00:00,user_001,Residential Medium,20.29,0.0,0,20.29,0
2025-04-01 02:00:00,user_001,Residential Medium,22.27,0.0,0,22.27,0
2025-04-01 03:00:00,user_001,Residential Medium,19.08,0.0,0,19.08,0
2025-04-01 04:00:00,user_001,Residential Medium,22.86,0.0,0,22.86,0
2025-04-01 05:00:00,user_001,Residential Medium,16.63,0.0,0,16.63,0
2025-04-01 06:00:00,user_001,Residential Medium,15.84,0.0,0,15.84,0
2025-04-01 07:00:00,user_001,Residential Medium,18.45,1.63,0,16.82,0
2025-04-01 08:00:00,user_001,Residential Medium,10.96,2.15,0,8.81,0
2025-04-01 09:00:00,user_001,Residential Medium,13.98,3.93,0,10.05,0
2025-04-01 10:00:00,user_001,Residential Medium,13.45,3.73,0,9.72,0
2025-04-01 11:00:00,user_001,Residential Medium,11.14,4.16,0,6.98,0
2025-04-01 12:00:00,user_001,Residential Medium,13.22,4.31,0,8.91,0
2025-04-01 13:00:00,user_001,Residential Medium,14.4,6.12,0,8.28,0
2025-04-01 14:00:00,user_001,Residential Medium,14.7,4.56,0,10.14,0
2025-04-01 15:00:00,user_001,Residential Medium,14.23,3.05,0,11.19,0
2025-04-01 16:00:00,user_001,Residential Medium,11.55,2.76,0,8.79,0
2025-04-01 17:00:00,user_001,Residential Medium,14.55,1.42,0,13.13,0
2025-04-01 18:00:00,user_001,Residential Medium,11.87,0.0,0,11.87,0
2025-04-01 19:00:00,user_001,Residential Medium,12.31,0.0,0,12.31,0
2025-04-01 20:00:00,user_001,Residential Medium,13.88,0.0,0,13.88,0
2025-04-01 21:00:00,user_001,Residential Medium,15.86,0.0,0,15.86,0
2025-04-01 22:00:00,user_001,Residential Medium,18.68,0.0,0,18.68,0
2025-04-01 23:00:00,user_001,Residential Medium,21.04,0.0,0,21.04,0
2025-03-26 00:00:00,user_002,Large Business,230.99,0.0,0,162.71,0
2025-03-26 01:00:00,user_002,Large Business,243.88,0.0,0,243.88,0
2025-03-26 02:00:00,user_002,Large Business,244.58,0.0,0,244.58,0
2025-03-26 03:00:00,user_002,Large Business,293.15,0.0,0,293.15,0
2025-03-26 04:00:00,user_002,Large Business,230.67,0.0,0,230.67,0
2025-03-26 05:00:00,user_002,Large Business,275.38,0.0,0,275.38,0
2025-03-26 06:00:00,user_002,Large Business,251.62,0.0,0,251.62,0
2025-03-26 07:00:00,user_002,Large Business,276.81,11.33,0,265.47,0
2025-03-26 08:00:00,user_002,Large Business,160.45,21.89,0,138.56,0
2025-03-26 09:00:00,user_002,Large Business,138.9,17.51,0,121.4,0
2025-03-26 10:00:00,user_002,Large Business,163.86,37.91,0,125.94,0
2025-03-26 11:00:00,user_002,Large Business,194.63,18.98,0,175.65,0
2025-03-26 12:00:00,user_002,Large Business,138.01,26.65,0,111.36,0
2025-03-26 13:00:00,user_002,Large Business,195.42,42.29,0,153.14,0
2025-03-26 14:00:00,user_002,Large Business,173.37,37.91,0,135.46,0
2025-03-26 15:00:00,user_002,Large Business,159.46,30.96,0,128.51,0
2025-03-26 16:00:00,user_002,Large Business,147.45,21.89,0,125.56,0
2025-03-26 17:00:00,user_002,Large Business,191.03,11.33,0,179.7,0
2025-03-26 18:00:00,user_002,Large Business,147.7,0.0,0,147.7,0
2025-03-26 19:00:00,user_002,Large Business,147.11,0.0,0,147.11,0
2025-03-26 20:00:00,user_002,Large Business,140.93,0.0,0,140.93,0
2025-03-26 21:00:00,user_002,Large Business,257.83,0.0,0,257.83,0
2025-03-26 22:00:00,user_002,Large Business,203.93,0.0,0,203.93,0
2025-03-26 23:00:00,user_002,Large Business,236.25,0.0,0,236.25,0
2025-03-27 00:00:00,user_002,Large Business,287.67,0.0,0,287.67,0
2025-03-27 01:00:00,user_002,Large Business,224.93,0.0,0,224.93,0
2025-03-27 02:00:00,user_002,Large Business,280.45,0.0,0,280.45,0
2025-03-27 03:00:00,user_002,Large Business,254.72,0.0,0,254.72,0
2025-03-27 04:00:00,user_002,Large Business,236.18,0.0,0,236.18,0
2025-03-27 05:00:00,user_002,Large Business,288.34,0.0,0,288.34,0
2025-03-27 06:00:00,user_002,Large Business,240.3,0.0,0,240.3,0
2025-03-27 07:00:00,user_002,Large Business,207.45,11.33,0,196.12,0
2025-03-27 08:00:00,user_002,Large Business,174.48,12.49,0,161.99,0
2025-03-27 09:00:00,user_002,Large Business,192.39,30.96,0,161.43,0
2025-03-27 10:00:00,user_002,Large Business,173.57,37.91,0,135.65,0
2025-03-27 11:00:00,user_002,Large Business,184.41,42.29,0,142.13,0
2025-03-27 12:00:00,user_002,Large Business,176.81,43.78,0,133.03,0
2025-03-27 13:00:00,user_002,Large Business,174.85,25.61,0,149.24,0
2025-03-27 14:00:00,user_002,Large Business,142.19,37.91,0,104.28,0
2025-03-27 15:00:00,user_002,Large Business,150.17,30.96,0,119.21,0
2025-03-27 16:00:00,user_002,Large Business,143.39,11.17,0,132.22,0
2025-03-27 17:00:00,user_002,Large Business,184.98,5.46,0,179.52,0
2025-03-27 18:00:00,user_002,Large Business,189.74,0.0,0,189.74,0
2025-03-27 19:00:00,user_002,Large Business,132.79,0.0,0,132.79,0
2025-03-27 20:00:00,user_002,Large Business,173.99,0.0,0,173.99,0
2025-03-27 21:00:00,user_002,Large Business,246.72,0.0,0,246.72,0
2025-03-27 22:00:00,user_002,Large Business,261.6,0.0,0,261.6,0
2025-03-27 23:00:00,user_002,Large Business,224.86,0.0,0,224.86,0
2025-03-28 00:00:00,user_002,Large Business,262.99,0.0,0,262.99,0
2025-03-28 01:00:00,user_002,Large Business,217.4,0.0,0,217.4,0
2025-03-28 02:00:00,user_002,Large Business,256.56,0.0,0,256.56,0
2025-03-28 03:00:00,user_002,Large Business,207.07,0.0,0,207.07,0
2025-03-28 04:00:00,user_002,Large Business,198.62,0.0,0,198.62,0
2025-03-28 05:00:00,user_002,Large Business,270.96,0.0,0,270.96,0
2025-03-28 06:00:00,user_002,Large Business,203.62,0.0,0,203.62,0
2025-03-28 07:00:00,user_002,Large Business,265.73,5.2,0,260.53,0
2025-03-28 08:00:00,user_002,Large Business,153.61,10.83,0,142.78,0
2025-03-28 09:00:00,user_002,Large Business,159.42,30.96,0,128.47,0
2025-03-28 10:00:00,user_002,Large Business,146.78,23.64,0,123.15,0
2025-03-28 11:00:00,user_002,Large Business,175.31,42.29,0,133.02,0
2025-03-28 12:00:00,user_002,Large Business,175.34,43.78,0,131.56,0
2025-03-28 13:00:00,user_002,Large Business,166.67,42.29,0,124.38,0
2025-03-28 14:00:00,user_002,Large Business,135.6,37.91,0,97.68,0
2025-03-28 15:00:00,user_002,Large Business,171.02,30.96,0,140.06,0
2025-03-28 16:00:00,user_002,Large Business,152.49,10.07,0,142.42,0
2025-03-28 17:00:00,user_002,Large Business,195.99,5.3,0,190.69,0
2025-03-28 18:00:00,user_002,Large Business,165.6,0.0,0,165.6,0
2025-03-28 19:00:00,user_002,Large Business,140.16,0.0,0,140.16,0
2025-03-28 20:00:00,user_002,Large Business,146.2,0.0,0,146.2,0
2025-03-28 21:00:00,user_002,Large Business,209.02,0.0,0,209.02,0
2025-03-28 22:00:00,user_002,Large Business,252.79,0.0,0,252.79,0
2025-03-28 23:00:00,user_002,Large Business,204.73,0.0,0,204.73,0
2025-03-29 00:00:00,user_002,Large Business,265.83,0.0,0,265.83,0
2025-03-29 01:00:00,user_002,Large Business,291.51,0.0,0,291.51,0
2025-03-29 02:00:00,user_002,Large Business,211.05,0.0,0,211.05,0
2025-03-29 03:00:00,user_002,Large Business,266.02,0.0,0,266.02,0
2025-03-29 04:00:00,user_002,Large Business,262.79,0.0,0,262.79,0
2025-03-29 05:00:00,user_002,Large Business,277.73,0.0,0,277.73,0
2025-03-29 06:00:00,user_002,Large Business,239.58,0.0,0,239.58,0
2025-03-29 07:00:00,user_002,Large Business,223.61,11.33,0,212.28,0
2025-03-29 08:00:00,user_002,Large Business,184.6,10.26,0,174.33,0
2025-03-29 09:00:00,user_002,Large Business,175.42,30.96,0,144.47,0
2025-03-29 10:00:00,user_002,Large Business,164.52,37.91,0,126.61,0
2025-03-29 11:00:00,user_002,Large Business,194.41,42.29,0,152.12,0
2025-03-29 12:00:00,user_002,Large Business,178.52,43.78,0,134.74,0
2025-03-29 13:00:00,user_002,Large Business,159.74,24.28,0,135.47,0
2025-03-29 14:00:00,user_002,Large Business,152.47,37.91,0,114.55,0
2025-03-29 15:00:00,user_002,Large Business,181.25,30.96,0,150.3,0
2025-03-29 16:00:00,user_002,Large Business,160.36,21.89,0,138.47,0
2025-03-29 17:00:00,user_002,Large Business,164.5,11.33,0,153.17,0
2025-03-29 18:00:00,user_002,Large Business,167.26,0.0,0,167.26,0
2025-03-29 19:00:00,user_002,Large Business,144.35,0.0,0,144.35,0
2025-03-29 20:00:00,user_002,Large Business,174.49,0.0,0,174.49,0
2025-03-29 21:00:00,user_002,Large Business,233.73,0.0,0,233.73,0
2025-03-29 22:00:00,user_002,Large Business,235.58,0.0,0,235.58,0
2025-03-29 23:00:00,user_002,Large Business,248.49,0.0,0,248.49,0
2025-03-30 00:00:00,user_002,Large Business,265.3,0.0,0,265.3,0
2025-03-30 01:00:00,user_002,Large Business,224.32,0.0,0,224.32,0
2025-03-30 02:00:00,user_002,Large Business,256.27,0.0,0,256.27,0
2025-03-30 03:00:00,user_002,Large Business,242.41,0.0,0,242.41,0
2025-03-30 04:00:00,user_002,Large Business,239.53,0.0,0,239.53,0
2025-03-30 05:00:00,user_002,Large Business,288.23,0.0,0,288.23,0
2025-03-30 06:00:00,user_002,Large Business,225.42,0.0,0,225.42,0
2025-03-30 07:00:00,user_002,Large Business,202.98,5.72,0,197.25,0
2025-03-30 08:00:00,user_002,Large Business,189.14,21.89,0,167.25,0
2025-03-30 09:00:00,user_002,Large Business,191.22,15.86,0,175.36,0
2025-03-30 10:00:00,user_002,Large Business,168.51,37.91,0,130.6,0
2025-03-30 11:00:00,user_002,Large Business,163.5,42.29,0,121.21,0
2025-03-30 12:00:00,user_002,Large Business,185.29,43.78,0,141.52,0
2025-03-30 13:00:00,user_002,Large Business,163.71,42.29,0,121.42,0
2025-03-30 14:00:00,user_002,Large Business,160.03,20.73,0,139.3,0
2025-03-30 15:00:00,user_002,Large Business,136.0,30.96,0,105.05,0
2025-03-30 16:00:00,user_002,Large Business,193.71,21.89,0,171.82,0
2025-03-30 17:00:00,user_002,Large Business,154.18,11.33,0,142.85,0
2025-03-30 18:00:00,user_002,Large Business,150.95,0.0,0,150.95,0
2025-03-30 19:00:00,user_002,Large Business,175.0,0.0,0,175.0,0
2025-03-30 20:00:00,user_002,Large Business,185.7,0.0,0,185.7,0
2025-03-30 21:00:00,user_002,Large Business,217.43,0.0,0,217.43,0
2025-03-30 22:00:00,user_002,Large Business,198.99,0.0,0,198.99,0
2025-03-30 23:00:00,user_002,Large Business,266.67,0.0,0,266.67,0
2025-03-31 00:00:00,user_002,Large Business,206.07,0.0,0,206.07,0
2025-03-31 01:00:00,user_002,Large Business,207.07,0.0,0,207.07,0
2025-03-31 02:00:00,user_002,Large Business,207.31,0.0,0,207.31,0
2025-03-31 03:00:00,user_002,Large Business,266.62,0.0,0,266.62,0
2025-03-31 04:00:00,user_002,Large Business,228.28,0.0,0,228.28,0
2025-03-31 05:00:00,user_002,Large Business,247.84,0.0,0,247.84,0
2025-03-31 06:00:00,user_002,Large Business,237.52,0.0,0,237.52,0
2025-03-31 07:00:00,user_002,Large Business,215.53,11.33,0,204.2,0
2025-03-31 08:00:00,user_002,Large Business,189.91,21.89,0,168.02,0
2025-03-31 09:00:00,user_002,Large Business,168.17,30.96,0,137.21,0
2025-03-31 10:00:00,user_002,Large Business,139.92,37.91,0,102.0,0
2025-03-31 11:00:00,user_002,Large Business,137.1,42.29,0,94.82,0
2025-03-31 12:00:00,user_002,Large Business,141.81,43.78,0,98.03,0
2025-03-31 13:00:00,user_002,Large Business,183.43,42.29,0,141.14,0
2025-03-31 14:00:00,user_002,Large Business,140.91,37.91,0,102.99,0
2025-03-31 15:00:00,user_002,Large Business,191.15,19.52,0,171.63,0
2025-03-31 16:00:00,user_002,Large Business,195.12,11.5,0,183.62,0
2025-03-31 17:00:00,user_002,Large Business,192.65,11.33,0,181.32,0
2025-03-31 18:00:00,user_002,Large Business,164.87,0.0,0,164.87,0
2025-03-31 19:00:00,user_002,Large Business,153.31,0.0,0,153.31,0
2025-03-31 20:00:00,user_002,Large Business,157.42,0.0,0,157.42,0
2025-03-31 21:00:00,user_002,Large Business,274.38,0.0,0,274.38,0
2025-03-31 22:00:00,user_002,Large Business,224.55,0.0,0,224.55,0
2025-03-31 23:00:00,user_002,Large Business,286.43,0.0,0,286.43,0
2025-04-01 00:00:00,user_002,Large Business,232.22,0.0,0,232.22,0
2025-04-01 01:00:00,user_002,Large Business,252.85,0.0,0,252.85,0
2025-04-01 02:00:00,user_002,Large Business,285.59,0.0,0,285.59,0
2025-04-01 03:00:00,user_002,Large Business,209.42,0.0,0,209.42,0
2025-04-01 04:00:00,user_002,Large Business,266.97,0.0,0,266.97,0
2025-04-01 05:00:00,user_002,Large Business,197.4,0.0,0,197.4,0
2025-04-01 06:00:00,user_002,Large Business,216.89,0.0,0,216.89,0
2025-04-01 07:00:00,user_002,Large Business,282.79,11.33,0,271.46,0
2025-04-01 08:00:00,user_002,Large Business,165.99,21.89,0,144.1,0
2025-04-01 09:00:00,user_002,Large Business,141.98,30.96,0,111.02,0
2025-04-01 10:00:00,user_002,Large Business,136.45,37.91,0,98.54,0
2025-04-01 11:00:00,user_002,Large Business,155.73,18.8,0,136.93,0
2025-04-01 12:00:00,user_002,Large Business,139.23,24.4,0,114.83,0
2025-04-01 13:00:00,user_002,Large Business,196.06,42.29,0,153.77,0
2025-04-01 14:00:00,user_002,Large Business,154.9,37.91,0,116.99,0
2025-04-01 15:00:00,user_002,Large Business,160.65,30.96,0,129.69,0
2025-04-01 16:00:00,user_002,Large Business,154.17,21.89,0,132.28,0
2025-04-01 17:00:00,user_002,Large Business,162.34,5.76,0,156.58,0
2025-04-01 18:00:00,user_002,Large Business,145.88,0.0,0,145.88,0
2025-04-01 19:00:00,user_002,Large Business,194.5,0.0,0,194.5,0
2025-04-01 20:00:00,user_002,Large Business,147.55,0.0,0,147.55,0
2025-04-01 21:00:00,user_002,Large Business,281.29,0.0,0,281.29,0
2025-04-01 22:00:00,user_002,Large Business,227.4,0.0,0,227.4,0
2025-04-01 23:00:00,user_002,Large Business,293.16,0.0,0,293.16,0
2025-03-26 00:00:00,user_003,Residential Small,9.11,0.0,0,6.62,0
2025-03-26 01:00:00,user_003,Residential Small,6.55,0.0,0,6.55,0
2025-03-26 02:00:00,user_003,Residential Small,6.82,0.0,0,6.82,0
2025-03-26 03:00:00,user_003,Residential Small,8.7,0.0,0,8.7,0
2025-03-26 04:00:00,user_003,Residential Small,7.57,0.0,0,7.57,0
2025-03-26 05:00:00,user_003,Residential Small,7.72,0.0,0,7.72,0
2025-03-26 06:00:00,user_003,Residential Small,7.5,0.0,0,7.5,0
2025-03-26 07:00:00,user_003,Residential Small,7.04,0.69,0,6.35,0
2025-03-26 08:00:00,user_003,Residential Small,8.77,1.49,0,7.28,0
2025-03-26 09:00:00,user_003,Residential Small,6.4,1.71,0,4.7,0
2025-03-26 10:00:00,user_003,Residential Small,6.39,2.21,0,4.18,0
2025-03-26 11:00:00,user_003,Residential Small,7.43,2.88,0,4.54,0
2025-03-26 12:00:00,user_003,Residential Small,8.18,2.99,0,5.19,0
2025-03-26 13:00:00,user_003,Residential Small,7.35,2.88,0,4.46,0
2025-03-26 14:00:00,user_003,Residential Small,7.48,2.59,0,4.89,0
2025-03-26 15:00:00,user_003,Residential Small,8.66,2.11,0,6.55,0
2025-03-26 16:00:00,user_003,Residential Small,6.84,1.11,0,5.73,0
2025-03-26 17:00:00,user_003,Residential Small,7.51,0.75,0,6.76,0
2025-03-26 18:00:00,user_003,Residential Small,7.14,0.0,0,7.14,0
2025-03-26 19:00:00,user_003,Residential Small,8.91,0.0,0,8.91,0
